Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
PFBC,Preferred Bank,39.48,$588.89M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pfbc
PLPC,Preformed Line Products Company,50.84,$253.17M,n/a,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/plpc
PFBI,"Premier Financial Bancorp, Inc.",13.21,$193.69M,1996,Finance,Major Banks,https://old.nasdaq.com/symbol/pfbi
PINC,"Premier, Inc.",32.33,$2.31B,2013,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/pinc
PBIO,"Pressure BioSciences, Inc.",2.68,$2.95M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pbio
PRVL,Prevail Therapeutics Inc.,15.59,$533.21M,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/prvl
PRGX,"PRGX Global, Inc.",3.87,$91.3M,1996,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/prgx
PSMT,"PriceSmart, Inc.",55.5,$1.7B,n/a,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/psmt
PNRG,PrimeEnergy Resources Corporation,92.9,$185.26M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/pnrg
PRMW,Primo Water Corporation,12.56,$2.01B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/prmw
PRIM,Primoris Services Corporation,15.68,$756.72M,n/a,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/prim
PVAL,Principal Contrarian Value Index ETF,25.0265,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pval
PFG,Principal Financial Group Inc,41.88,$11.47B,2001,Finance,Accident &Health Insurance,https://old.nasdaq.com/symbol/pfg
BTEC,Principal Healthcare Innovators Index ETF,40.94,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/btec
PDEV,Principal International Multi-Factor Core Index ETF,21.383,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pdev
GENY,Principal Millennials Index ETF,41.0416,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/geny
PSET,Principal Price Setters Index ETF,37.6,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pset
PY,Principal Shareholder Yield Index ETF,27.9,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/py
PMOM,Principal Sustainable Momentum Index ETF,30.5242,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pmom
PLC,Principal U.S. Large-Cap Multi-Factor Core Index ETF,25.08,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/plc
USMC,Principal U.S. Mega-Cap Multi-Factor Index ETF,29.51,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/usmc
PSC,Principal U.S. Small-Cap Multi-Factor Index ETF,26.88,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psc
PSM,Principal U.S. Small-MidCap Multi-Factor Core Index ETF,23.3956,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psm
PRNB,Principia Biopharma Inc.,60.67,$2B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/prnb
PRTH,"Priority Technology Holdings, Inc.",2.47,$165.77M,2016,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/prth
UFO,Procure Space ETF,20.26,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ufo
PDEX,"Pro-Dex, Inc.",18.01,$68.64M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/pdex
IPDN,"Professional Diversity Network, Inc.",0.91,$9.94M,2013,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/ipdn
PFHD,Professional Holding Corp.,14,$198.04M,2020,Finance,Major Banks,https://old.nasdaq.com/symbol/pfhd
PAAC,Proficient Alpha Acquisition Corp.,7.46,$107.92M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/paac
PAACR,Proficient Alpha Acquisition Corp.,0.26,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/paacr
PAACU,Proficient Alpha Acquisition Corp.,8.1399,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/paacu
PAACW,Proficient Alpha Acquisition Corp.,0.1382,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/paacw
PFIE,"Profire Energy, Inc.",1.04,$49.59M,n/a,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/pfie
PROF,Profound Medical Corp.,12.16,$195.56M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/prof
PGNX,Progenics Pharmaceuticals Inc.,4.04,$349.85M,1997,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/pgnx
PRGS,Progress Software Corporation,38.46,$1.72B,1991,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/prgs
PGNY,"Progyny, Inc.",22.56,$1.92B,2019,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/pgny
LUNG,"ProLung, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/lung
PFPT,"Proofpoint, Inc.",107.3,$6.15B,2012,Technology,EDP Services,https://old.nasdaq.com/symbol/pfpt
PRPH,"ProPhase Labs, Inc.",1.5,$17.39M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/prph
PTAC,PropTech Acquisition Corporation,9.8376,$212.12M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/ptac
PTACU,PropTech Acquisition Corporation,10.12,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/ptacu
PTACW,PropTech Acquisition Corporation,0.62,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/ptacw
PRQR,ProQR Therapeutics N.V.,5.25,$262.32M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/prqr
EQRR,ProShares Equities for Rising Rates ETF,29.24,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eqrr
BIB,ProShares Ultra Nasdaq Biotechnology,63.93,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bib
TQQQ,ProShares UltraPro QQQ,84.8,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tqqq
SQQQ,ProShares UltraPro Short QQQ,8.91,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sqqq
BIS,ProShares UltraShort Nasdaq Biotechnology,9.27,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bis
PSEC,Prospect Capital Corporation,5.47,$2.02B,2004,n/a,n/a,https://old.nasdaq.com/symbol/psec
PTGX,"Protagonist Therapeutics, Inc.",16.18,$463.84M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ptgx
TARA,"Protara Therapeutics, Inc. ",30.36,$177.4M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/tara
PTVCA,Protective Insurance Corporation,18,$255.29M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ptvca
PTVCB,Protective Insurance Corporation,14.58,$206.79M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ptvcb
PTI,"Proteostasis Therapeutics, Inc.",1.42,$74.05M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/pti
PRTA,Prothena Corporation plc,9.67,$385.94M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/prta
PRVB,"Provention Bio, Inc.",14.35,$687.64M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/prvb
PVBC,"Provident Bancorp, Inc.",8.33,$162.24M,2015,Finance,Savings Institutions,https://old.nasdaq.com/symbol/pvbc
PROV,"Provident Financial Holdings, Inc.",13.05,$97.04M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/prov
PBIP,"Prudential Bancorp, Inc.",11.83,$97.04M,n/a,Finance,Banks,https://old.nasdaq.com/symbol/pbip
PMD,Psychemedics Corporation,5.605,$30.97M,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/pmd
PTC,PTC Inc.,75.16,$8.7B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ptc
PTCT,"PTC Therapeutics, Inc.",49.265,$3.23B,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ptct
PHCF,"PUHUI WEALTH INVESTMENT MANAGEMENT CO., LTD.",2.33,$26.81M,2018,Finance,Investment Managers,https://old.nasdaq.com/symbol/phcf
PULM,"Pulmatrix, Inc.",1.54,$39.15M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/pulm
PLSE,"Pulse Biosciences, Inc",8.32,$173.63M,2016,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/plse
PBYI,Puma Biotechnology Inc,9.48,$373.17M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/pbyi
PACQ,Pure Acquisition Corp.,10.49,$482.19M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/pacq
PACQU,Pure Acquisition Corp.,10.52,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/pacqu
PACQW,Pure Acquisition Corp.,0.95,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/pacqw
PCYO,Pure Cycle Corporation,9.27,$221.1M,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/pcyo
PRPL,"Purple Innovation, Inc.",15.21,$819.7M,2015,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/prpl
PUYI,Puyi Inc.,6.55,$395.06M,2019,Finance,Investment Managers,https://old.nasdaq.com/symbol/puyi
PXS,Pyxis Tankers Inc.,0.885,$18.96M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/pxs
QK,Q&K International Group Limited,11.5,$550.47M,2019,Finance,Real Estate,https://old.nasdaq.com/symbol/qk
QADA,QAD Inc.,41.75,$853.19M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/qada
QADB,QAD Inc.,29.5,$602.86M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/qadb
QCRH,"QCR Holdings, Inc.",30.57,$482.2M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/qcrh
QGEN,Qiagen N.V.,42.97,$9.8B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/qgen
QIWI,QIWI plc,14.1,$884.25M,2013,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/qiwi
QRVO,"Qorvo, Inc.",108.9,$12.49B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/qrvo
QCOM,QUALCOMM Incorporated,85.24,$95.89B,1991,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/qcom
QLGN,"Qualigen Therapeutics, Inc.",5,$9.23M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/qlgn
QLYS,"Qualys, Inc.",103.11,$4.02B,2012,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/qlys
QTRX,Quanterix Corporation,25.28,$715.7M,2017,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/qtrx
QMCO,Quantum Corporation,4.11,$163.82M,n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/qmco
QRHC,Quest Resource Holding Corporation,1.41,$21.72M,n/a,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/qrhc
QUIK,QuickLogic Corporation,4.84,$40.6M,1999,Technology,Semiconductors,https://old.nasdaq.com/symbol/quik
QDEL,Quidel Corporation,171.8,$7.22B,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/qdel
QNST,"QuinStreet, Inc.",10.58,$549.66M,2010,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/qnst
QUMU,Qumu Corporation,2.21,$29.9M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/qumu
QTNT,Quotient Limited,7.26,$583.06M,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/qtnt
QRTEA,"Qurate Retail, Inc.",8.825,$3.68B,n/a,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/qrtea
QRTEB,"Qurate Retail, Inc.",8.46,$3.53B,n/a,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/qrteb
QTT,Qutoutiao Inc.,2.61,$696.42M,2018,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/qtt
RRD,R.R. Donnelley & Sons Company,1.28,$91.26M,n/a,Miscellaneous,Publishing,https://old.nasdaq.com/symbol/rrd
RCM,R1 RCM Inc.,11.27,$1.29B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/rcm
RADA,RADA Electronic Industries Ltd.,5.99,$259.9M,n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/rada
RDCM,Radcom Ltd.,7.42,$103.46M,1997,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/rdcm
RDUS,"Radius Health, Inc.",13.14,$609.55M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rdus
RDNT,"RadNet, Inc.",16.01,$806.9M,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/rdnt
RDWR,Radware Ltd.,23.23,$1.08B,1999,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rdwr
METC,"Ramaco Resources, Inc.",2.42,$103.37M,2017,Energy,Coal Mining,https://old.nasdaq.com/symbol/metc
RMBS,"Rambus, Inc.",14.78,$1.67B,1997,Technology,Semiconductors,https://old.nasdaq.com/symbol/rmbs
RAND,Rand Capital Corporation,10.82,$28.02M,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/rand
RNDB,"Randolph Bancorp, Inc.",9.31,$51.06M,2016,Finance,Major Banks,https://old.nasdaq.com/symbol/rndb
RPD,"Rapid7, Inc.",47.28,$2.39B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/rpd
RAPT,"RAPT Therapeutics, Inc.",21.52,$524.52M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rapt
RTLR,Rattler Midstream LP,9.81,$1.49B,2019,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/rtlr
RAVE,"Rave Restaurant Group, Inc.",0.8615,$13.04M,n/a,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/rave
RAVN,"Raven Industries, Inc.",20.29,$727.09M,n/a,Capital Goods,Specialty Chemicals,https://old.nasdaq.com/symbol/ravn
RBB,RBB Bancorp,13.08,$258.19M,2017,Finance,Major Banks,https://old.nasdaq.com/symbol/rbb
ROLL,RBC Bearings Incorporated,134.52,$3.37B,2005,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/roll
RICK,"RCI Hospitality Holdings, Inc.",14.75,$134.6M,1995,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/rick
RCMT,"RCM Technologies, Inc.",1.61,$18.19M,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/rcmt
RDI,Reading International Inc,4.03,$87.52M,n/a,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/rdi
RDIB,Reading International Inc,16.6,$360.52M,n/a,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/rdib
BLCN,Reality Shares Nasdaq NextGen Economy ETF,26.95,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/blcn
RNWK,"RealNetworks, Inc.",1.23,$47.03M,1997,Technology,EDP Services,https://old.nasdaq.com/symbol/rnwk
RP,"RealPage, Inc.",64.43,$6.58B,2010,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/rp
RETA,"Reata Pharmaceuticals, Inc.",163.25,$5.43B,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/reta
RCON,"Recon Technology, Ltd.",1.99,$10.99M,2009,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/rcon
REPH,"Recro Pharma, Inc.",4.92,$115.94M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/reph
RRBI,"Red River Bancshares, Inc.",38.96,$285.29M,2019,Finance,Major Banks,https://old.nasdaq.com/symbol/rrbi
RRGB,"Red Robin Gourmet Burgers, Inc.",12.3,$158.75M,2002,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/rrgb
RRR,"Red Rock Resorts, Inc.",13.24,$1.55B,2016,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/rrr
RDVT,"Red Violet, Inc.",18.09,$209.81M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/rdvt
RDFN,Redfin Corporation,32.755,$3.23B,2017,Finance,Real Estate,https://old.nasdaq.com/symbol/rdfn
RDHL,Redhill Biopharma Ltd.,7.04,$248.3M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rdhl
REED,"Reeds, Inc.",1,$62.93M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/reed
REG,Regency Centers Corporation,47.89,$8.12B,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/reg
REGN,"Regeneron Pharmaceuticals, Inc.",588.39,$60.44B,1991,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/regn
RGNX,REGENXBIO Inc.,35.17,$1.31B,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/rgnx
RGLS,Regulus Therapeutics Inc.,0.95,$26.23M,2012,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rgls
REKR,"Rekor Systems, Inc.",3.38,$77.3M,n/a,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/rekr
RBNC,"Reliant Bancorp, Inc.",14.74,$244.95M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/rbnc
RELV,"Reliv&#39; International, Inc.",3.5001,$6.11M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/relv
RLMD,"Relmada Therapeutics, Inc.",46.97,$713.86M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rlmd
MARK,"Remark Holdings, Inc.",2.29,$227.52M,n/a,Consumer Services,Telecommunications Equipment,https://old.nasdaq.com/symbol/mark
RNST,Renasant Corporation,23.68,$1.33B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/rnst
REGI,"Renewable Energy Group, Inc.",27.395,$1.07B,2012,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/regi
RCII,Rent-A-Center Inc.,24.9,$1.34B,1995,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/rcii
RPAY,Repay Holdings Corporation,24.54,$1.15B,2018,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rpay
RGEN,Repligen Corporation,116.83,$6.11B,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/rgen
REPL,"Replimune Group, Inc.",20.6,$757.75M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/repl
KRMD,"Repro Med Systems, Inc.",9.95,$394.96M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/krmd
RBCAA,"Republic Bancorp, Inc.",32.22,$673.28M,1998,Finance,Major Banks,https://old.nasdaq.com/symbol/rbcaa
FRBK,"Republic First Bancorp, Inc.",2.39,$140.65M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/frbk
REFR,Research Frontiers Incorporated,4.91,$154.23M,n/a,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/refr
RSSS,"Research Solutions, Inc",3.015,$78.49M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rsss
RESN,Resonant Inc.,2.56,$135.04M,2014,Technology,Semiconductors,https://old.nasdaq.com/symbol/resn
RGP,"Resources Connection, Inc.",11.23,$360.98M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rgp
TORC,"resTORbio, Inc.",2.09,$76.17M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/torc
ROIC,Retail Opportunity Investments Corp.,11.5,$1.34B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/roic
RETO,"ReTo Eco-Solutions, Inc.",1.26,$28.68M,2017,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/reto
RTRX,"Retrophin, Inc.",15.32,$661.14M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rtrx
RVNC,"Revance Therapeutics, Inc.",21.395,$1.22B,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rvnc
RVMD,"Revolution Medicines, Inc.",36.08,$2.13B,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/rvmd
RWLK,ReWalk Robotics Ltd.,1.64,$21.21M,2014,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/rwlk
REXN,"Rexahn Pharmaceuticals, Inc.",2.55,$10.25M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rexn
REYN,Reynolds Consumer Products Inc.,31.41,$6.59B,2020,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/reyn
RFIL,"RF Industries, Ltd.",5.12,$49.96M,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/rfil
RGCO,RGC Resources Inc.,23.96,$194.99M,n/a,Public Utilities,Oil & Gas Production,https://old.nasdaq.com/symbol/rgco
RBKB,"Rhinebeck Bancorp, Inc.",6.9999,$77.93M,2019,Finance,Banks,https://old.nasdaq.com/symbol/rbkb
RYTM,"Rhythm Pharmaceuticals, Inc.",20.035,$883.38M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rytm
RBBN,Ribbon Communications Inc. ,3.87,$560.26M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/rbbn
RIBT,RiceBran Technologies,0.9751,$39.1M,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/ribt
RELL,"Richardson Electronics, Ltd.",3.99,$52.41M,1983,Technology,Electronic Components,https://old.nasdaq.com/symbol/rell
RMBI,"Richmond Mutual Bancorporation, Inc.",11.07,$149.74M,2019,Finance,Major Banks,https://old.nasdaq.com/symbol/rmbi
RIGL,"Rigel Pharmaceuticals, Inc.",1.8,$303.43M,2000,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rigl
RNET,"RigNet, Inc.",2.62,$53.59M,2010,Consumer Services,Telecommunications Equipment,https://old.nasdaq.com/symbol/rnet
